SQL Query,Prompt,Response
"
        SELECT TOP 3 pc.Country, SUM(f.[Trade Value (US$)]) AS TotalTradeValue
        FROM FactTrade f
        INNER JOIN DimCountry rc ON f.ReporterCountryId = rc.CountryID
        INNER JOIN DimCountry pc ON f.PartnerCountryId = pc.CountryID
        INNER JOIN DimProduct p ON f.ProductID = p.ProductID_SK
        WHERE 
            f.CreationDateKey = 20221231
            AND f.Is_Active = 'Y'
            AND rc.Country = 'United Kingdom'  -- Handle single quote in country name
            AND pc.Country <> 'World'
            AND [Trade Flow Code] = 1
        GROUP BY pc.Country
        ORDER BY TotalTradeValue DESC;
    ","I want to understand United Kingdom's top 3 import suppliers in 2022. Could you provide details on these suppliers, including the countries and their respective total trade values?","In 2022, the top 3 suppliers for United Kingdom's imports, based on trade flow code 1, are as follows:
Supplier 1: China, Total Trade Value: 91056210201.00 US$
Supplier 2: United States, Total Trade Value: 78591407187.00 US$
Supplier 3: Germany, Total Trade Value: 59135662177.00 US$"
"
        SELECT TOP 3 pc.Country, SUM(f.[Trade Value (US$)]) AS TotalTradeValue
        FROM FactTrade f
        INNER JOIN DimCountry rc ON f.ReporterCountryId = rc.CountryID
        INNER JOIN DimCountry pc ON f.PartnerCountryId = pc.CountryID
        INNER JOIN DimProduct p ON f.ProductID = p.ProductID_SK
        WHERE 
            f.CreationDateKey = 20221231
            AND f.Is_Active = 'Y'
            AND rc.Country = 'Argentina'  -- Handle single quote in country name
            AND pc.Country <> 'World'
            AND [Trade Flow Code] = 1
        GROUP BY pc.Country
        ORDER BY TotalTradeValue DESC;
    ","I want to understand Argentina's top 3 import suppliers in 2022. Could you provide details on these suppliers, including the countries and their respective total trade values?","In 2022, the top 3 suppliers for Argentina's imports, based on trade flow code 1, are as follows:
Supplier 1: China, Total Trade Value: 8657634021.00 US$
Supplier 2: Brazil, Total Trade Value: 8020881982.00 US$
Supplier 3: United States, Total Trade Value: 5215226036.00 US$"
"
        SELECT TOP 3 pc.Country, SUM(f.[Trade Value (US$)]) AS TotalTradeValue
        FROM FactTrade f
        INNER JOIN DimCountry rc ON f.ReporterCountryId = rc.CountryID
        INNER JOIN DimCountry pc ON f.PartnerCountryId = pc.CountryID
        INNER JOIN DimProduct p ON f.ProductID = p.ProductID_SK
        WHERE 
            f.CreationDateKey = 20211231
            AND f.Is_Active = 'Y'
            AND rc.Country = 'Curacao'  -- Handle single quote in country name
            AND pc.Country <> 'World'
            AND [Trade Flow Code] = 1
        GROUP BY pc.Country
        ORDER BY TotalTradeValue DESC;
    ","I want to understand Curacao's top 3 import suppliers in 2021. Could you provide details on these suppliers, including the countries and their respective total trade values?","In 2021, the top 3 suppliers for Curacao's imports, based on trade flow code 1, are as follows:
Supplier 1: United States, Total Trade Value: 357542892.00 US$
Supplier 2: Netherlands, Total Trade Value: 254146357.00 US$
Supplier 3: Canada, Total Trade Value: 63506442.00 US$"
"
        SELECT TOP 3 pc.Country, SUM(f.[Trade Value (US$)]) AS TotalTradeValue
        FROM FactTrade f
        INNER JOIN DimCountry rc ON f.ReporterCountryId = rc.CountryID
        INNER JOIN DimCountry pc ON f.PartnerCountryId = pc.CountryID
        INNER JOIN DimProduct p ON f.ProductID = p.ProductID_SK
        WHERE 
            f.CreationDateKey = 20211231
            AND f.Is_Active = 'Y'
            AND rc.Country = 'Cameroon'  -- Handle single quote in country name
            AND pc.Country <> 'World'
            AND [Trade Flow Code] = 1
        GROUP BY pc.Country
        ORDER BY TotalTradeValue DESC;
    ","I want to understand Cameroon's top 3 import suppliers in 2021. Could you provide details on these suppliers, including the countries and their respective total trade values?","In 2021, the top 3 suppliers for Cameroon's imports, based on trade flow code 1, are as follows:
Supplier 1: China, Total Trade Value: 2714022068.00 US$
Supplier 2: France, Total Trade Value: 634109647.00 US$
Supplier 3: Nigeria, Total Trade Value: 550582207.00 US$"
"
        SELECT TOP 3 pc.Country, SUM(f.[Trade Value (US$)]) AS TotalTradeValue
        FROM FactTrade f
        INNER JOIN DimCountry rc ON f.ReporterCountryId = rc.CountryID
        INNER JOIN DimCountry pc ON f.PartnerCountryId = pc.CountryID
        INNER JOIN DimProduct p ON f.ProductID = p.ProductID_SK
        WHERE 
            f.CreationDateKey = 20201231
            AND f.Is_Active = 'Y'
            AND rc.Country = 'South Africa'  -- Handle single quote in country name
            AND pc.Country <> 'World'
            AND [Trade Flow Code] = 1
        GROUP BY pc.Country
        ORDER BY TotalTradeValue DESC;
    ","I want to understand South Africa's top 3 import suppliers in 2020. Could you provide details on these suppliers, including the countries and their respective total trade values?","In 2020, the top 3 suppliers for South Africa's imports, based on trade flow code 1, are as follows:
Supplier 1: China, Total Trade Value: 14309274470.00 US$
Supplier 2: Germany, Total Trade Value: 6293690348.00 US$
Supplier 3: United States, Total Trade Value: 4436282279.00 US$"
"
        SELECT TOP 3 pc.Country, SUM(f.[Trade Value (US$)]) AS TotalTradeValue
        FROM FactTrade f
        INNER JOIN DimCountry rc ON f.ReporterCountryId = rc.CountryID
        INNER JOIN DimCountry pc ON f.PartnerCountryId = pc.CountryID
        INNER JOIN DimProduct p ON f.ProductID = p.ProductID_SK
        WHERE 
            f.CreationDateKey = 20211231
            AND f.Is_Active = 'Y'
            AND rc.Country = 'India'  -- Handle single quote in country name
            AND pc.Country <> 'World'
            AND [Trade Flow Code] = 1
        GROUP BY pc.Country
        ORDER BY TotalTradeValue DESC;
    ","I want to understand India's top 3 import suppliers in 2021. Could you provide details on these suppliers, including the countries and their respective total trade values?","In 2021, the top 3 suppliers for India's imports, based on trade flow code 1, are as follows:
Supplier 1: China, Total Trade Value: 87535133696.00 US$
Supplier 2: United Arab Emirates, Total Trade Value: 43070343522.00 US$
Supplier 3: United States, Total Trade Value: 41386814517.00 US$"
"
        SELECT TOP 3 pc.Country, SUM(f.[Trade Value (US$)]) AS TotalTradeValue
        FROM FactTrade f
        INNER JOIN DimCountry rc ON f.ReporterCountryId = rc.CountryID
        INNER JOIN DimCountry pc ON f.PartnerCountryId = pc.CountryID
        INNER JOIN DimProduct p ON f.ProductID = p.ProductID_SK
        WHERE 
            f.CreationDateKey = 20211231
            AND f.Is_Active = 'Y'
            AND rc.Country = 'Croatia'  -- Handle single quote in country name
            AND pc.Country <> 'World'
            AND [Trade Flow Code] = 1
        GROUP BY pc.Country
        ORDER BY TotalTradeValue DESC;
    ","I want to understand Croatia's top 3 import suppliers in 2021. Could you provide details on these suppliers, including the countries and their respective total trade values?","In 2021, the top 3 suppliers for Croatia's imports, based on trade flow code 1, are as follows:
Supplier 1: Germany, Total Trade Value: 4988879175.00 US$
Supplier 2: Italy, Total Trade Value: 4248106552.00 US$
Supplier 3: Slovenia, Total Trade Value: 3692375524.00 US$"
"
        SELECT TOP 3 pc.Country, SUM(f.[Trade Value (US$)]) AS TotalTradeValue
        FROM FactTrade f
        INNER JOIN DimCountry rc ON f.ReporterCountryId = rc.CountryID
        INNER JOIN DimCountry pc ON f.PartnerCountryId = pc.CountryID
        INNER JOIN DimProduct p ON f.ProductID = p.ProductID_SK
        WHERE 
            f.CreationDateKey = 20201231
            AND f.Is_Active = 'Y'
            AND rc.Country = 'Ethiopia'  -- Handle single quote in country name
            AND pc.Country <> 'World'
            AND [Trade Flow Code] = 1
        GROUP BY pc.Country
        ORDER BY TotalTradeValue DESC;
    ","I want to understand Ethiopia's top 3 import suppliers in 2020. Could you provide details on these suppliers, including the countries and their respective total trade values?","In 2020, the top 3 suppliers for Ethiopia's imports, based on trade flow code 1, are as follows:
Supplier 1: China, Total Trade Value: 4157289796.00 US$
Supplier 2: India, Total Trade Value: 1484657708.00 US$
Supplier 3: Turkey, Total Trade Value: 800813700.00 US$"
"
        SELECT TOP 3 pc.Country, SUM(f.[Trade Value (US$)]) AS TotalTradeValue
        FROM FactTrade f
        INNER JOIN DimCountry rc ON f.ReporterCountryId = rc.CountryID
        INNER JOIN DimCountry pc ON f.PartnerCountryId = pc.CountryID
        INNER JOIN DimProduct p ON f.ProductID = p.ProductID_SK
        WHERE 
            f.CreationDateKey = 20221231
            AND f.Is_Active = 'Y'
            AND rc.Country = 'Nicaragua'  -- Handle single quote in country name
            AND pc.Country <> 'World'
            AND [Trade Flow Code] = 1
        GROUP BY pc.Country
        ORDER BY TotalTradeValue DESC;
    ","I want to understand Nicaragua's top 3 import suppliers in 2022. Could you provide details on these suppliers, including the countries and their respective total trade values?","In 2022, the top 3 suppliers for Nicaragua's imports, based on trade flow code 1, are as follows:
Supplier 1: United States, Total Trade Value: 2208135616.00 US$
Supplier 2: Mexico, Total Trade Value: 1011719858.00 US$
Supplier 3: Guatemala, Total Trade Value: 590278983.00 US$"
"
        SELECT TOP 3 pc.Country, SUM(f.[Trade Value (US$)]) AS TotalTradeValue
        FROM FactTrade f
        INNER JOIN DimCountry rc ON f.ReporterCountryId = rc.CountryID
        INNER JOIN DimCountry pc ON f.PartnerCountryId = pc.CountryID
        INNER JOIN DimProduct p ON f.ProductID = p.ProductID_SK
        WHERE 
            f.CreationDateKey = 20201231
            AND f.Is_Active = 'Y'
            AND rc.Country = 'Kyrgyz Republic'  -- Handle single quote in country name
            AND pc.Country <> 'World'
            AND [Trade Flow Code] = 1
        GROUP BY pc.Country
        ORDER BY TotalTradeValue DESC;
    ","I want to understand Kyrgyz Republic's top 3 import suppliers in 2020. Could you provide details on these suppliers, including the countries and their respective total trade values?","In 2020, the top 3 suppliers for Kyrgyz Republic's imports, based on trade flow code 1, are as follows:
Supplier 1: Russian Federation, Total Trade Value: 1089836020.00 US$
Supplier 2: China, Total Trade Value: 736518932.00 US$
Supplier 3: Kazakhstan, Total Trade Value: 434670501.00 US$"
"
        SELECT TOP 3 pc.Country, SUM(f.[Trade Value (US$)]) AS TotalTradeValue
        FROM FactTrade f
        INNER JOIN DimCountry rc ON f.ReporterCountryId = rc.CountryID
        INNER JOIN DimCountry pc ON f.PartnerCountryId = pc.CountryID
        INNER JOIN DimProduct p ON f.ProductID = p.ProductID_SK
        WHERE 
            f.CreationDateKey = 20211231
            AND f.Is_Active = 'Y'
            AND rc.Country = 'Central African Republic'  -- Handle single quote in country name
            AND pc.Country <> 'World'
            AND [Trade Flow Code] = 1
        GROUP BY pc.Country
        ORDER BY TotalTradeValue DESC;
    ","I want to understand Central African Republic's top 3 import suppliers in 2021. Could you provide details on these suppliers, including the countries and their respective total trade values?","In 2021, the top 3 suppliers for Central African Republic's imports, based on trade flow code 1, are as follows:
Supplier 1: China, Total Trade Value: 45530922.00 US$
Supplier 2: France, Total Trade Value: 40598476.00 US$
Supplier 3: India, Total Trade Value: 21130596.00 US$"
"
        SELECT TOP 3 pc.Country, SUM(f.[Trade Value (US$)]) AS TotalTradeValue
        FROM FactTrade f
        INNER JOIN DimCountry rc ON f.ReporterCountryId = rc.CountryID
        INNER JOIN DimCountry pc ON f.PartnerCountryId = pc.CountryID
        INNER JOIN DimProduct p ON f.ProductID = p.ProductID_SK
        WHERE 
            f.CreationDateKey = 20211231
            AND f.Is_Active = 'Y'
            AND rc.Country = 'Angola'  -- Handle single quote in country name
            AND pc.Country <> 'World'
            AND [Trade Flow Code] = 1
        GROUP BY pc.Country
        ORDER BY TotalTradeValue DESC;
    ","I want to understand Angola's top 3 import suppliers in 2021. Could you provide details on these suppliers, including the countries and their respective total trade values?","In 2021, the top 3 suppliers for Angola's imports, based on trade flow code 1, are as follows:
Supplier 1: China, Total Trade Value: 1710538788.00 US$
Supplier 2: Portugal, Total Trade Value: 1374632300.00 US$
Supplier 3: India, Total Trade Value: 759874477.00 US$"
"
        SELECT TOP 3 pc.Country, SUM(f.[Trade Value (US$)]) AS TotalTradeValue
        FROM FactTrade f
        INNER JOIN DimCountry rc ON f.ReporterCountryId = rc.CountryID
        INNER JOIN DimCountry pc ON f.PartnerCountryId = pc.CountryID
        INNER JOIN DimProduct p ON f.ProductID = p.ProductID_SK
        WHERE 
            f.CreationDateKey = 20221231
            AND f.Is_Active = 'Y'
            AND rc.Country = 'Tanzania'  -- Handle single quote in country name
            AND pc.Country <> 'World'
            AND [Trade Flow Code] = 1
        GROUP BY pc.Country
        ORDER BY TotalTradeValue DESC;
    ","I want to understand Tanzania's top 3 import suppliers in 2022. Could you provide details on these suppliers, including the countries and their respective total trade values?","In 2022, the top 3 suppliers for Tanzania's imports, based on trade flow code 1, are as follows:
Supplier 1: India, Total Trade Value: 3392237652.00 US$
Supplier 2: China, Total Trade Value: 1495757525.00 US$
Supplier 3: EU-27, Total Trade Value: 1106769492.00 US$"
"
        SELECT TOP 3 pc.Country, SUM(f.[Trade Value (US$)]) AS TotalTradeValue
        FROM FactTrade f
        INNER JOIN DimCountry rc ON f.ReporterCountryId = rc.CountryID
        INNER JOIN DimCountry pc ON f.PartnerCountryId = pc.CountryID
        INNER JOIN DimProduct p ON f.ProductID = p.ProductID_SK
        WHERE 
            f.CreationDateKey = 20211231
            AND f.Is_Active = 'Y'
            AND rc.Country = 'Portugal'  -- Handle single quote in country name
            AND pc.Country <> 'World'
            AND [Trade Flow Code] = 1
        GROUP BY pc.Country
        ORDER BY TotalTradeValue DESC;
    ","I want to understand Portugal's top 3 import suppliers in 2021. Could you provide details on these suppliers, including the countries and their respective total trade values?","In 2021, the top 3 suppliers for Portugal's imports, based on trade flow code 1, are as follows:
Supplier 1: Spain, Total Trade Value: 32288589877.00 US$
Supplier 2: Germany, Total Trade Value: 12210773853.00 US$
Supplier 3: France, Total Trade Value: 6593859719.00 US$"
